Time_s,Ax_ms2,Ay_ms2,Az_ms2
17.752,-0.012,-4.643,8.155
17.763,0.307,-4.285,8.096
17.774,0.741,-4.511,8.083
17.785,0.739,-5.011,8.573
17.796,0.682,-5.11,8.589
17.807,0.759,-5.051,8.615
17.818,0.996,-5.182,8.827
17.829,0.867,-5.231,8.79
17.841,0.788,-5.372,8.738
17.852,0.606,-5.446,8.761
17.863,0.66,-5.484,8.829
17.874,0.735,-5.609,8.719
17.885,0.859,-5.849,8.871
17.896,0.906,-5.883,9.037
17.907,0.777,-5.834,8.936
17.918,0.75,-5.748,8.998
17.929,0.802,-5.635,8.905
17.94,0.776,-5.64,9.063
17.951,0.697,-5.673,9.043
17.962,0.73,-5.578,9.046
17.973,0.703,-5.889,9.218
17.984,0.628,-5.932,9.299
17.995,0.611,-5.986,9.181
18.006,0.691,-6.101,9.148
18.017,0.71,-5.95,9.048
18.028,0.701,-5.905,9.036
18.039,0.605,-5.876,8.838
18.05,0.54,-5.884,8.904
18.061,0.338,-5.817,8.965
18.072,0.192,-5.835,8.828
18.083,0.166,-5.9,8.692
18.094,0.248,-5.812,8.723
18.105,0.1,-5.508,8.521
18.116,0.041,-5.399,8.349
18.127,-0.315,-5.292,8.194
18.138,-0.457,-5.22,8.304
18.149,-0.723,-4.887,8.304
18.16,-0.666,-4.726,7.816
18.171,-0.96,-4.8,7.828
18.182,-1.049,-4.795,7.894
18.193,-0.931,-4.869,7.902
18.204,-1.187,-4.731,7.831
18.216,-1.356,-4.825,7.628
18.227,-1.792,-5.055,7.612
18.238,-2.08,-5.247,7.546
18.249,-1.89,-4.792,7.527
18.26,-1.785,-4.489,7.355
18.271,-2.038,-4.481,7.382
18.282,-2.35,-4.513,7.481
18.293,-2.483,-4.769,7.437
18.304,-2.704,-4.952,7.192
18.315,-3.042,-5.095,7.169
18.326,-3.071,-5.353,7.278
18.337,-3.172,-5.465,7.076
18.348,-3.171,-5.256,6.927
18.359,-3.372,-4.914,6.846
18.37,-3.466,-4.731,6.753
18.381,-3.516,-4.916,6.827
18.392,-3.638,-4.665,6.728
18.403,-3.694,-4.672,6.632
18.414,-4.393,-4.863,6.723
18.425,-4.712,-5.04,6.734
18.436,-5.025,-5.265,6.818
18.447,-5.437,-5.231,6.797
18.458,-5.65,-4.845,6.604
18.469,-5.596,-4.978,6.379
18.48,-5.914,-4.574,6.129
18.491,-5.936,-4.169,6.089
18.502,-6.19,-4.231,6.111
18.513,-6.404,-4.639,6.278
18.524,-6.784,-5.231,6.317
18.535,-7.077,-5.7,6.595
18.546,-7.077,-5.479,6.462
18.557,-7.029,-5.191,6.202
18.568,-7.037,-4.915,6.122
18.579,-6.882,-5.022,6.087
18.59,-6.896,-5.102,6.057
18.602,-6.899,-5.281,6.248
18.613,-6.844,-5.327,6.246
18.624,-6.761,-5.381,6.348
18.635,-6.51,-5.509,6.359
18.646,-6.245,-5.362,6.322
18.657,-5.75,-5.337,6.243
18.668,-5.55,-5.707,6.355
18.679,-5.042,-5.551,6.308
18.69,-4.9,-5.34,6.351
18.701,-4.698,-5.41,6.383
18.712,-4.341,-5.134,6.638
18.723,-4.371,-5.301,6.647
18.734,-4.434,-5.655,6.826
18.745,-4.11,-5.525,6.753
18.756,-3.845,-5.607,6.755
18.767,-3.903,-5.368,6.723
18.778,-3.581,-5.469,6.77
18.789,-3.389,-5.639,6.912
18.8,-3.063,-6.027,6.924
18.811,-3.181,-6.674,7.25
18.822,-3.147,-6.498,7.289
18.833,-3.074,-6.362,7.173
18.844,-2.965,-6.163,7.147
18.855,-2.865,-6.139,7.017
18.866,-2.662,-6.421,7.27
18.877,-2.44,-6.682,7.362
18.888,-2.012,-6.368,7.451
18.899,-1.936,-6.206,7.367
18.91,-1.858,-5.447,7.357
18.921,-1.536,-5.343,7.233
18.932,-0.631,-4.948,7.05
18.943,-0.494,-4.884,7.123
18.954,-0.629,-5.149,7.386
18.965,-0.606,-5.242,7.327
18.976,-0.872,-5.49,7.543
18.988,-1.121,-5.727,7.732
18.999,-1.272,-5.549,7.655
19.01,-1.029,-5.542,7.854
19.021,-1.184,-5.214,7.997
19.032,-1.277,-5.155,8.141
19.043,-1.735,-5.759,8.44
19.054,-2.098,-5.786,8.528
19.065,-2.356,-5.822,8.564
19.076,-2.406,-5.782,8.439
19.087,-2.3,-5.268,8.243
19.098,-2.668,-5.435,8.616
19.109,-2.691,-5.146,8.747
19.12,-2.816,-5.087,8.558
19.131,-3.0,-4.828,8.542
19.142,-3.23,-4.852,8.404
19.153,-3.39,-4.843,8.455
19.164,-3.605,-4.864,8.574
19.175,-3.711,-4.972,8.494
19.186,-3.751,-4.639,8.356
19.197,-3.755,-4.455,8.012
19.208,-3.996,-4.732,8.436
19.219,-4.119,-5.186,8.568
19.23,-3.841,-5.062,8.172
19.241,-3.381,-5.386,7.771
19.252,-3.546,-6.076,8.077
19.263,-2.81,-6.213,8.051
19.274,-3.357,-5.3,8.341
19.285,-2.237,-6.315,7.86
19.296,-2.962,-5.519,8.424
19.307,-2.691,-5.639,8.135
19.318,-2.341,-5.415,7.925
19.329,-2.004,-5.078,7.735
19.34,-2.195,-4.916,7.719
19.351,-1.94,-5.051,7.782
19.362,-2.154,-4.853,7.666
19.374,-1.984,-4.799,7.781
19.385,-2.023,-5.122,7.82
19.396,-1.969,-4.897,7.709
19.407,-2.193,-5.162,7.997
19.418,-1.789,-4.952,7.559
19.429,-1.879,-4.425,7.835
19.44,-1.806,-4.058,7.468
19.451,-1.702,-5.243,7.689
19.462,-1.983,-4.259,7.78
19.473,-2.048,-5.323,8.031
19.484,-1.906,-4.97,7.639
19.495,-1.62,-4.504,7.406
19.506,-1.63,-4.636,7.617
19.517,-1.469,-4.658,7.719
19.528,-1.07,-4.475,7.301
19.539,-1.234,-4.267,7.329
19.55,-1.192,-4.263,7.394
19.561,-1.291,-4.308,7.422
19.572,-1.5,-4.693,7.439
19.583,-1.494,-4.352,7.661
19.594,-1.802,-4.366,7.636
19.605,-2.761,-3.311,8.444
19.616,-3.916,-4.736,9.587
19.627,-9.505,1.511,10.313
19.638,-1.522,-4.962,8.862
19.649,-1.613,-5.079,8.883
19.66,-1.688,-4.884,9.093
19.671,-1.431,-5.122,9.103
19.682,-1.396,-4.956,9.017
19.693,-1.628,-5.155,8.831
19.704,-1.631,-4.802,8.652
19.715,-1.72,-4.847,8.469
19.726,-1.858,-4.838,8.623
19.737,-2.031,-4.657,8.447
19.749,-2.244,-3.865,8.297
19.76,-1.997,-3.938,8.225
19.771,-1.876,-4.108,8.389
19.782,-1.616,-4.461,8.174
19.793,-1.835,-4.601,8.24
19.804,-1.707,-5.152,8.454
19.815,-2.114,-4.716,8.333
19.826,-1.979,-4.963,8.455
19.837,-2.014,-4.757,8.318
19.848,-2.143,-4.849,8.433
19.859,-2.223,-4.993,8.641
19.87,-1.981,-5.463,8.655
19.881,-1.903,-5.371,8.565
19.892,-1.9,-4.793,8.132
19.903,-1.576,-5.468,8.404
19.914,-1.786,-5.413,8.557
19.925,-2.012,-4.899,8.335
19.936,-2.054,-4.964,8.492
19.947,-2.248,-4.733,8.412
19.958,-2.101,-4.738,8.437
19.969,-1.971,-4.583,8.156
19.98,-1.746,-4.939,8.227
19.991,-1.5,-5.021,8.346
20.002,-1.475,-4.861,8.2
20.013,-1.719,-4.925,8.271
20.024,-1.839,-4.91,8.505
20.035,-1.929,-4.743,8.558
20.046,-1.87,-4.327,8.355
20.057,-1.475,-3.826,8.076
20.068,-1.572,-4.142,8.095
20.079,-1.518,-4.328,8.184
20.09,-1.961,-5.101,8.588
20.101,-2.15,-4.343,8.295
20.112,-2.318,-3.238,7.889
20.123,-1.479,-5.758,8.361
20.135,-1.607,-5.713,8.262
20.146,-1.842,-5.899,8.54
20.157,-1.85,-5.491,8.455
20.168,-1.692,-5.118,8.461
20.179,-1.716,-4.419,8.463
20.19,-1.454,-4.368,8.381
20.201,-1.517,-4.562,8.499
20.212,-1.298,-4.902,8.45
20.223,-0.961,-5.149,8.482
20.234,-0.785,-5.11,8.456
20.245,-0.701,-5.183,8.434
20.256,-0.458,-5.241,8.402
20.267,-0.51,-5.106,8.487
20.278,-0.549,-4.734,8.421
20.289,-0.57,-4.872,8.5
20.3,-0.75,-4.609,8.512
20.311,-0.857,-4.585,8.524
20.322,-0.898,-4.573,8.422
20.333,-1.155,-4.65,8.64
20.344,-1.155,-4.591,8.674
20.355,-0.977,-4.531,8.532
20.366,-0.888,-4.563,8.484
20.377,-0.725,-4.634,8.539
20.388,-0.568,-4.702,8.601
20.399,-0.567,-4.733,8.418
20.41,-0.524,-5.054,8.458
20.421,-0.557,-5.236,8.45
20.432,-0.668,-5.178,8.441
20.443,-0.854,-5.119,8.511
20.454,-1.028,-5.05,8.499
20.465,-1.341,-4.874,8.51
20.476,-1.398,-4.657,8.46
20.487,-1.478,-4.25,8.315
20.498,-1.78,-4.512,8.335
20.509,-1.835,-5.16,8.524
20.521,-1.792,-5.528,8.384
20.532,-1.869,-5.898,8.455
20.543,-1.639,-5.686,8.243
20.554,-1.358,-5.774,8.368
20.565,-2.301,-3.212,7.922
20.576,-2.03,-4.397,8.26
20.587,-1.892,-5.137,8.543
20.598,-1.644,-4.511,8.149
20.609,-1.672,-4.07,8.174
20.62,-1.535,-3.832,8.114
20.631,-1.814,-4.248,8.421
20.642,-1.81,-4.793,8.52
20.653,-1.868,-4.945,8.452
20.664,-1.743,-4.965,8.267
20.675,-1.528,-4.855,8.116
20.686,-1.477,-5.034,8.256
20.697,-1.772,-4.903,8.317
20.708,-1.902,-4.715,8.199
20.719,-2.171,-4.726,8.428
20.73,-2.249,-4.605,8.43
20.741,-2.149,-4.953,8.481
20.752,-1.949,-4.879,8.257
20.763,-1.845,-5.337,8.469
20.774,-1.55,-5.426,8.357
20.785,-1.886,-4.899,8.16
20.796,-1.875,-5.315,8.584
20.807,-1.927,-5.551,8.667
20.818,-2.24,-4.927,8.665
20.829,-2.154,-4.792,8.429
20.84,-1.88,-4.757,8.396
20.851,-1.918,-5.003,8.325
20.862,-2.072,-4.759,8.382
20.873,-1.687,-5.104,8.451
20.884,-1.838,-4.564,8.358
20.895,-1.708,-4.47,8.159
20.907,-1.871,-4.156,8.375
20.918,-2.062,-3.96,8.278
20.929,-2.205,-3.862,8.365
20.94,-2.046,-4.653,8.324
20.951,-1.848,-4.919,8.491
20.962,-1.68,-4.913,8.475
20.973,-1.675,-4.796,8.606
20.984,-1.659,-5.074,8.767
20.995,-1.391,-4.959,9.001
21.006,-1.678,-5.088,9.143
21.017,-1.693,-4.91,9.045
21.028,-1.675,-5.074,8.96
21.039,-1.48,-5.018,8.788
21.05,-9.373,1.569,10.339
21.061,-4.045,-4.715,9.491
21.072,-2.733,-3.327,8.486
21.083,-1.729,-4.422,7.644
21.094,-1.487,-4.366,7.666
21.105,-1.469,-4.599,7.513
21.116,-1.265,-4.371,7.301
21.127,-1.191,-4.329,7.526
21.138,-1.229,-4.311,7.433
21.149,-1.197,-4.407,7.323
21.16,-1.513,-4.734,7.619
21.171,-1.583,-4.639,7.489
21.182,-1.663,-4.474,7.421
21.193,-1.836,-4.978,7.749
21.204,-2.138,-5.344,8.032
21.215,-1.9,-4.346,7.79
21.226,-1.769,-5.342,7.656
21.237,-1.66,-4.056,7.561
21.248,-1.942,-4.56,7.812
21.259,-1.734,-4.871,7.623
21.27,-2.205,-5.166,7.964
21.282,-1.958,-4.998,7.785
21.293,-1.956,-5.021,7.788
21.304,-2.028,-4.862,7.591
21.315,-2.032,-4.843,7.656
21.326,-2.021,-5.074,7.741
21.337,-2.146,-5.056,7.811
21.348,-2.057,-5.135,7.77
21.359,-2.317,-5.313,7.932
21.37,-2.6,-5.701,8.223
21.381,-3.067,-5.507,8.412
21.392,-2.366,-6.277,7.848
21.403,-3.397,-5.404,8.449
21.414,-2.742,-6.223,8.156
21.425,-3.558,-6.07,8.026
21.436,-3.452,-5.332,7.831
21.447,-3.93,-5.078,8.123
21.458,-4.071,-5.211,8.622
21.469,-3.948,-4.774,8.535
21.48,-3.723,-4.413,8.043
21.491,-3.724,-4.804,8.386
21.502,-3.695,-4.915,8.6
21.513,-3.739,-4.905,8.481
21.524,-3.356,-4.909,8.525
21.535,-3.253,-4.916,8.485
21.546,-2.986,-4.868,8.606
21.557,-2.91,-5.151,8.493
21.568,-2.663,-5.176,8.661
21.579,-2.725,-5.386,8.645
21.59,-2.377,-5.285,8.12
21.601,-2.233,-5.725,8.48
21.612,-2.398,-5.875,8.594
21.623,-2.12,-5.817,8.613
21.634,-1.651,-5.709,8.389
21.645,-1.199,-5.116,8.125
21.656,-1.088,-5.15,8.005
21.668,-1.095,-5.529,7.866
21.679,-1.423,-5.618,7.674
21.69,-1.227,-5.874,7.675
21.701,-0.951,-5.586,7.595
21.712,-0.517,-5.337,7.342
21.723,-0.64,-5.175,7.387
21.734,-0.454,-4.993,7.247
21.745,-0.743,-4.942,7.032
21.756,-1.601,-5.314,7.109
21.767,-1.926,-5.484,7.24
21.778,-2.055,-6.135,7.326
21.789,-2.02,-6.381,7.475
21.8,-2.3,-6.691,7.34
21.811,-2.757,-6.469,7.301
21.822,-3.087,-6.131,7.233
21.833,-2.887,-6.118,7.274
21.844,-3.05,-6.339,7.228
21.855,-3.062,-6.459,7.279
21.866,-3.17,-6.602,7.337
21.877,-3.081,-6.034,6.963
21.888,-3.379,-5.638,6.839
21.899,-3.524,-5.486,6.805
21.91,-3.843,-5.426,6.693
21.921,-3.817,-5.675,6.763
21.932,-4.105,-5.516,6.815
21.943,-4.403,-5.563,6.88
21.954,-4.406,-5.352,6.662
21.965,-4.408,-5.035,6.541
21.976,-4.756,-5.381,6.483
21.987,-4.808,-5.306,6.331
21.998,-5.093,-5.547,6.288
22.009,-5.535,-5.756,6.388
22.02,-5.711,-5.423,6.266
22.031,-6.39,-5.375,6.255
22.042,-6.576,-5.513,6.359
22.054,-6.857,-5.355,6.267
22.065,-6.885,-5.292,6.246
22.076,-6.946,-5.314,6.179
22.087,-6.865,-5.094,6.043
22.098,-7.014,-4.939,6.063
22.109,-7.047,-4.992,6.126
22.12,-7.024,-5.097,6.197
22.131,-7.146,-5.472,6.494
22.142,-7.086,-5.811,6.707
22.153,-6.699,-5.241,6.497
22.164,-6.427,-4.694,6.275
22.175,-6.103,-4.408,6.097
22.186,-5.927,-4.111,6.081
22.197,-5.949,-4.568,6.155
22.208,-5.652,-5.011,6.36
22.219,-5.58,-4.957,6.544
22.23,-5.371,-5.29,6.743
22.241,-5.039,-5.224,6.836
22.252,-4.623,-5.036,6.782
22.263,-4.425,-4.78,6.723
22.274,-3.897,-4.635,6.688
22.285,-3.524,-4.751,6.758
22.296,-3.582,-4.78,6.776
22.307,-3.274,-4.768,6.762
22.318,-3.457,-4.904,6.97
22.329,-3.165,-5.238,6.841
22.34,-3.188,-5.502,7.12
22.351,-3.036,-5.401,7.237
22.362,-3.083,-5.108,7.295
22.373,-2.767,-4.941,7.235
22.384,-2.491,-4.803,7.247
22.395,-2.398,-4.549,7.28
22.406,-1.998,-4.37,7.397
22.417,-1.806,-4.545,7.395
22.428,-1.994,-4.867,7.434
22.44,-1.994,-5.268,7.506
22.451,-1.735,-5.062,7.685
22.462,-1.323,-4.927,7.584
22.473,-1.189,-4.851,7.836
22.484,-0.945,-4.818,7.921
22.495,-1.108,-4.746,7.959
22.506,-0.954,-4.772,7.707
22.517,-0.715,-4.761,7.843
22.528,-0.741,-4.973,8.292
22.539,-0.525,-5.161,8.313
22.55,-0.353,-5.212,8.265
22.561,0.067,-5.361,8.298
22.572,0.039,-5.523,8.588
22.583,0.146,-5.77,8.751
22.594,0.145,-5.915,8.748
22.605,0.167,-5.824,8.705
22.616,0.327,-5.971,8.901
22.627,0.55,-5.862,8.815
22.638,0.599,-5.794,8.941
22.649,0.684,-6.035,9.064
22.66,0.707,-5.959,9.067
22.671,0.707,-5.998,9.195
22.682,0.51,-6.024,9.157
22.693,0.674,-5.965,9.171
22.704,0.799,-5.769,9.188
22.715,0.744,-5.475,9.176
22.726,0.816,-5.57,9.073
22.737,0.682,-5.641,9.031
22.748,0.846,-5.782,8.989
22.759,0.688,-5.799,8.981
22.77,0.656,-5.818,8.891
22.781,0.772,-5.922,8.999
22.792,0.855,-5.76,8.963
22.803,0.814,-5.59,8.886
22.815,0.748,-5.491,8.832
22.826,0.765,-5.437,8.603
22.837,0.764,-5.417,8.652
22.848,0.789,-5.302,8.792
22.859,0.951,-5.172,8.64
22.87,0.792,-4.944,8.68
22.881,0.786,-5.136,8.697
22.892,0.741,-4.947,8.543
22.903,0.801,-4.451,8.099
22.914,0.368,-4.272,8.106
22.925,-0.098,-4.612,8.125
22.936,-0.296,-4.552,7.909
22.947,-0.65,-5.043,7.94
22.958,0.047,-5.504,7.808
22.969,-1.742,-4.817,7.273
22.98,-2.113,-5.126,7.35
22.991,-2.941,-5.459,7.516
23.002,-3.328,-4.901,7.277
23.013,-3.25,-5.206,7.109
23.024,-3.778,-5.428,6.996
23.035,-4.375,-5.356,7.225
23.046,-4.837,-5.731,7.259
23.057,-4.612,-5.095,6.559
23.068,-4.953,-5.745,7.307
23.079,-5.111,-6.808,7.146
23.09,-4.063,-5.801,6.54
23.101,-3.137,-5.987,6.687
23.112,-6.732,-6.083,9.036
23.123,-4.286,-4.873,7.682
23.134,-4.557,-5.845,7.632
23.145,-3.899,-6.117,7.804
23.156,-3.597,-5.376,8.05
23.167,-2.69,-5.072,7.182
23.178,-5.003,-6.415,7.314
23.189,-2.439,-4.571,7.1
23.201,-2.357,-4.758,7.161
23.212,-10.469,-6.893,10.948
23.223,0.526,-1.993,4.831
23.234,-6.989,-3.669,10.093
23.245,-4.68,-4.983,8.462
23.256,-3.387,-4.799,7.719
23.267,-0.675,-10.173,7.95
23.278,-2.075,-4.958,7.49
23.289,-1.54,-4.442,7.167
23.3,-0.527,-4.176,7.044
23.311,0.498,-4.875,6.898
23.322,0.43,-5.782,7.173
23.333,0.117,-5.821,7.326
23.344,-0.439,-5.786,7.379
23.355,-2.299,-5.031,8.151
23.366,-2.297,-6.076,8.569
23.377,-2.666,-7.254,9.082
23.388,-2.151,-6.676,8.313
23.399,-1.909,-6.335,8.309
23.41,-2.488,-6.182,8.29
23.421,-1.805,-6.907,8.388
23.432,-1.421,-6.677,8.056
23.443,-1.021,-6.8,8.333
23.454,-0.724,-6.592,7.771
23.465,-1.097,-5.712,7.791
23.476,-1.378,-5.374,7.992
23.487,-1.517,-5.04,7.687
23.498,-2.914,-5.78,8.471
23.509,-6.542,-4.164,10.319
23.52,-2.237,-2.431,7.96
23.531,-2.618,-5.348,7.116
23.542,-0.471,-6.733,7.472
23.553,1.324,-8.553,8.741
23.564,-0.162,-7.483,7.595
23.575,-1.558,-5.157,8.168
23.587,-2.095,-5.012,8.095
23.598,-1.713,-5.035,7.728
23.609,-1.38,-6.247,7.108
23.62,-1.43,-7.387,7.245
23.631,-1.083,-7.452,7.571
23.642,-0.815,-6.858,7.628
23.653,4.907,-6.524,7.862
23.664,0.601,-8.333,7.197
23.675,-2.525,-8.009,6.597
23.686,-0.805,-7.191,6.663
23.697,-0.965,-5.674,7.077
23.708,-0.512,-6.408,7.1
23.719,-0.619,-7.143,7.258
23.73,-0.546,-7.52,7.592
23.741,-0.365,-7.247,8.0
23.752,-0.129,-6.846,8.119
23.763,-0.065,-6.623,7.954
23.774,-0.052,-6.749,7.809
23.785,-0.185,-7.089,7.925
23.796,-0.498,-7.626,7.368
23.807,-0.819,-7.198,7.378
23.818,-0.446,-6.552,7.717
23.829,-0.416,-6.77,6.87
23.84,-1.032,-6.738,6.817
23.851,-1.173,-6.608,6.927
23.862,-0.764,-6.076,6.677
23.873,-0.117,-6.666,6.039
23.884,-0.585,-6.549,6.687
23.895,-0.264,-6.431,6.652
23.906,-0.269,-6.024,6.514
23.917,-0.267,-5.583,6.87
23.928,-0.347,-5.1,7.016
23.939,0.081,-5.392,6.703
23.95,-0.053,-6.322,6.812
23.962,-0.45,-6.582,6.641
23.973,0.003,-6.831,6.347
23.984,-0.101,-7.584,6.105
23.995,-0.267,-7.77,5.924
24.006,-0.368,-7.851,5.883
24.017,-0.658,-7.597,5.698
24.028,-0.151,-7.661,5.728
24.039,-0.374,-8.514,5.858
24.05,-0.6,-8.443,5.675
24.061,-0.715,-7.588,5.45
24.072,-0.382,-7.152,5.432
24.083,-0.547,-7.043,5.435
24.094,-0.935,-7.42,5.686
24.105,-0.552,-7.608,6.168
24.116,-1.169,-7.467,6.047
24.127,-0.335,-7.306,5.974
24.138,-1.35,-7.068,6.261
24.149,-0.836,-6.977,5.842
24.16,-1.032,-6.551,5.93
24.171,-0.208,-6.578,5.822
24.182,-0.529,-7.068,5.744
24.193,-1.183,-7.674,5.944
24.204,-1.266,-7.503,6.565
24.215,-0.227,-6.953,7.319
24.226,-0.112,-6.75,7.225
24.237,-0.048,-7.148,6.948
24.248,-0.681,-7.395,6.287
24.259,-0.988,-7.651,6.289
24.27,-0.966,-7.443,6.057
24.281,-1.314,-7.448,6.292
24.292,-1.617,-6.985,6.177
24.303,-1.262,-6.224,6.627
24.314,-1.082,-6.19,7.115
24.325,-1.049,-6.809,7.574
24.336,-0.768,-6.607,7.769
24.348,-0.359,-6.292,8.038
24.359,-0.284,-6.834,8.027
24.37,-0.594,-7.348,7.847
24.381,-1.088,-7.331,7.553
24.392,-1.165,-7.028,7.528
24.403,-1.048,-6.737,7.555
24.414,-0.883,-7.044,7.973
24.425,-0.554,-7.311,8.361
24.436,-0.202,-7.467,8.667
24.447,-0.223,-7.488,8.481
24.458,-0.351,-7.574,8.423
24.469,-0.324,-8.026,8.739
24.48,-0.378,-8.584,8.792
24.491,-0.215,-8.853,8.904
24.502,-0.283,-8.717,8.782
24.513,-0.187,-7.934,8.715
24.524,-0.144,-7.841,8.823
24.535,-0.019,-7.87,8.96
24.546,-0.183,-7.673,8.885
24.557,-0.355,-6.985,8.399
24.568,-0.345,-6.345,8.284
24.579,-0.403,-5.891,7.965
24.59,-0.209,-5.685,7.602
24.601,-0.798,-6.087,7.48
24.612,-0.807,-6.098,7.378
24.623,-0.704,-5.948,7.503
24.634,-0.886,-5.878,6.646
24.645,-0.754,-6.05,6.681
24.656,-0.644,-5.993,7.083
24.667,-0.356,-5.635,7.337
24.678,0.002,-5.788,7.065
24.689,0.275,-6.264,6.109
24.7,-0.754,-7.287,5.88
24.711,-1.599,-7.071,5.921
24.722,-0.852,-6.744,5.758
24.734,-0.618,-7.325,5.816
24.745,-0.489,-7.153,5.797
24.756,-0.434,-6.554,5.956
24.767,-0.089,-6.386,5.692
24.778,-0.291,-7.249,5.465
24.789,-0.708,-7.866,5.367
24.8,-0.929,-7.941,5.513
24.811,-0.672,-7.557,5.371
24.822,-0.497,-7.731,5.379
24.833,-0.624,-8.317,5.319
24.844,-0.671,-8.425,5.137
24.855,-0.634,-8.57,5.195
24.866,-0.299,-8.484,5.175
24.877,-0.459,-8.707,5.188
24.888,-0.654,-8.834,5.198
24.899,-0.728,-8.59,5.14
24.91,-0.859,-8.024,5.033
24.921,-0.841,-7.855,5.199
24.932,-0.88,-7.618,5.437
24.943,-0.849,-7.231,5.426
24.954,-0.909,-7.203,5.602
24.965,-0.896,-7.237,5.653
24.976,-1.202,-6.125,6.079
24.987,-0.452,-7.492,6.289
24.998,-0.312,-6.899,6.092
25.009,-0.063,-7.285,6.342
25.02,-0.968,-6.845,6.354
25.031,-1.326,-6.106,6.264
25.042,-0.862,-6.311,6.521
25.053,-0.675,-6.443,6.713
25.064,-0.926,-6.61,7.004
25.075,0.024,-5.652,7.697
25.086,-0.027,-5.384,8.083
25.097,0.135,-5.681,7.82
25.108,0.005,-5.875,7.374
25.12,-0.12,-5.936,7.107
25.131,-0.37,-6.393,6.533
25.142,-0.792,-6.865,6.19
25.153,-0.952,-7.266,6.515
25.164,-0.848,-7.38,7.15
25.175,-0.476,-7.194,7.422
25.186,-0.215,-6.471,7.933
25.197,0.055,-6.156,8.399
25.208,0.149,-6.101,8.505
25.219,0.098,-6.203,8.744
25.23,0.01,-6.426,8.699
25.241,-0.212,-7.775,8.675
25.252,-0.227,-8.155,8.412
25.263,-0.378,-7.827,8.111
25.274,-0.523,-7.135,8.258
25.285,-0.205,-6.441,8.323
25.296,0.113,-6.157,8.718
25.307,0.294,-6.75,8.776
25.318,0.195,-7.32,8.765
25.329,0.466,-6.047,9.407
25.34,0.944,-6.718,10.168
25.351,1.148,-6.822,10.534
25.362,1.276,-6.293,10.691
25.373,1.732,-5.636,10.545
25.384,1.778,-5.136,10.475
25.395,1.568,-4.957,10.218
25.406,1.267,-5.159,10.122
25.417,0.912,-5.121,10.118
25.428,1.011,-4.693,10.185
25.439,1.243,-3.992,10.071
25.45,1.191,-3.632,9.624
25.461,1.349,-3.68,9.219
25.472,1.141,-4.076,8.498
25.483,0.36,-5.113,8.382
25.495,-0.002,-5.056,7.552
25.506,0.097,-5.234,7.237
25.517,0.098,-6.669,6.481
25.528,-0.033,-7.075,5.995
25.539,0.052,-7.239,6.055
25.55,0.1,-6.931,5.845
25.561,-0.808,-6.727,5.855
25.572,-1.185,-7.139,5.507
25.583,-0.945,-7.639,5.438
25.594,-0.034,-8.633,5.191
25.605,0.134,-7.93,5.362
25.616,0.224,-7.499,5.137
25.627,0.095,-7.603,5.1
25.638,-0.349,-8.036,5.05
25.649,-0.328,-7.604,4.857
25.66,-0.204,-7.53,4.82
25.671,0.013,-7.911,4.796
25.682,-0.104,-8.45,4.675
25.693,-0.117,-8.397,4.82
25.704,-0.073,-8.148,4.979
25.715,0.103,-7.796,5.351
25.726,0.19,-7.857,5.633
25.737,0.072,-7.895,5.813
25.748,-0.046,-7.655,5.965
25.759,-0.053,-7.298,6.148
25.77,0.002,-6.732,6.771
25.781,0.1,-7.471,6.991
25.792,0.192,-7.623,7.286
25.803,0.15,-7.599,7.373
25.814,0.407,-7.35,7.578
25.825,0.485,-7.086,7.612
25.836,0.348,-6.502,7.45
25.847,0.288,-6.362,7.443
25.858,-0.161,-5.768,7.331
25.869,0.045,-5.428,7.548
25.881,0.021,-5.112,7.698
25.892,-0.363,-5.377,7.956
25.903,0.192,-5.673,7.594
25.914,0.939,-5.351,7.856
25.925,0.507,-4.473,7.858
25.936,0.016,-5.037,7.791
25.947,-0.138,-5.354,7.398
25.958,1.454,-4.85,7.481
25.969,0.9,-3.983,7.807
25.98,-0.101,-3.874,7.897
25.991,-0.309,-3.767,8.133
26.002,0.405,-3.326,8.273
26.013,0.924,-3.769,8.654
26.024,0.518,-4.3,8.855
26.035,0.594,-3.769,8.911
26.046,0.752,-3.835,9.0
26.057,0.649,-4.095,9.075
26.068,0.524,-4.677,9.137
26.079,0.419,-5.168,9.388
26.09,0.257,-5.084,9.447
26.101,0.395,-4.157,9.855
26.112,1.037,-3.833,10.196
26.123,1.241,-4.559,10.437
26.134,1.007,-4.505,10.743
26.145,1.078,-3.955,10.655
26.156,1.089,-3.71,10.715
26.167,0.898,-3.579,10.811
26.178,0.883,-3.887,10.625
26.189,0.762,-4.549,10.501
26.2,0.372,-4.326,10.362
26.211,0.51,-3.692,10.297
26.222,0.664,-3.332,10.247
26.233,0.562,-3.466,9.825
26.244,0.692,-3.973,9.61
26.255,0.626,-4.121,9.543
26.267,0.327,-3.901,9.246
26.278,0.315,-4.125,9.056
26.289,0.385,-4.713,8.523
26.3,0.067,-4.915,8.352
26.311,0.174,-4.801,7.951
26.322,0.206,-4.838,7.827
26.333,0.02,-5.207,7.621
26.344,0.095,-5.817,7.322
26.355,-0.031,-6.473,7.104
26.366,-0.025,-6.598,6.72
26.377,-0.288,-6.549,6.746
26.388,-0.405,-6.34,6.96
26.399,-0.332,-5.621,7.071
